type_vehicle,idx_vehicle,id_item,x_origin,y_origin,z_origin,orient
0,803,I0803,0,0,0,0
0,804,I0804,0,0,0,0
0,805,I0805,0,0,0,0
0,806,I0806,0,0,0,0
0,807,I0807,0,0,0,0
0,808,I0808,0,0,0,0
0,809,I0809,0,0,0,0
0,810,I0810,0,0,0,0
0,811,I0811,0,0,0,0
0,812,I0812,0,0,0,0
0,813,I0813,0,0,0,0
0,814,I0814,0,0,0,0
0,815,I0815,0,0,0,0
0,816,I0816,0,0,0,0
0,817,I0817,0,0,0,0
0,818,I0818,0,0,0,0
0,819,I0819,0,0,0,0
0,820,I0820,0,0,0,0
0,821,I0821,0,0,0,0
0,822,I0822,0,0,0,0
0,823,I0823,0,0,0,0
0,824,I0824,0,0,0,0
0,825,I0825,0,0,0,0
0,826,I0826,0,0,0,0
0,827,I0827,0,0,0,0
0,828,I0828,0,0,0,0
0,829,I0829,0,0,0,0
0,830,I0830,0,0,0,0
0,831,I0831,0,0,0,0
0,832,I0832,0,0,0,0
0,833,I0833,0,0,0,0
0,834,I0834,0,0,0,0
0,835,I0835,0,0,0,0
0,836,I0836,0,0,0,0
0,837,I0837,0,0,0,0
0,838,I0838,0,0,0,0
0,839,I0839,0,0,0,0
0,840,I0840,0,0,0,0
0,841,I0841,0,0,0,0
0,842,I0842,0,0,0,0
0,843,I0843,0,0,0,0
0,844,I0844,0,0,0,0
0,845,I0845,0,0,0,0
0,846,I0846,0,0,0,0
0,847,I0847,0,0,0,0
0,848,I0848,0,0,0,0
0,849,I0849,0,0,0,0
0,850,I0850,0,0,0,0
0,851,I0851,0,0,0,0
0,852,I0852,0,0,0,0
0,853,I0853,0,0,0,0
0,854,I0854,0,0,0,0
0,855,I0855,0,0,0,0
0,856,I0856,0,0,0,0
0,857,I0857,0,0,0,0
0,858,I0858,0,0,0,0
0,859,I0859,0,0,0,0
0,860,I0860,0,0,0,0
0,861,I0861,0,0,0,0
0,862,I0862,0,0,0,0
0,863,I0863,0,0,0,0
0,864,I0864,0,0,0,0
0,865,I0865,0,0,0,0
0,866,I0866,0,0,0,0
0,867,I0867,0,0,0,0
0,868,I0868,0,0,0,0
0,869,I0869,0,0,0,0
