id,width,depth,height,weight,value,allowedRotations
I0202,460,800,615,385.0,192.5,0
I0203,500,800,615,316.0,203.1,01
I0204,600,800,615,157.0,123.4,012345
I0205,800,1000,615,217.0,201.5,0
I0206,800,1500,615,199.0,241.6,012345
I0207,460,800,615,302.0,151.0,0
I0208,460,800,615,382.0,191.0,0
I0209,1000,1200,615,274.0,371.9,0
I0210,1000,1200,615,132.0,179.1,0
I0211,600,800,615,303.0,238.1,012345
I0212,1000,1200,615,272.0,369.1,0
I0213,1000,1500,615,375.0,562.5,01
I0214,1000,1200,615,420.0,570.0,0
I0215,1000,1500,615,136.0,204.0,01
I0216,500,800,615,326.0,209.6,01
I0217,800,1000,615,206.0,191.3,0
I0218,800,1200,615,290.0,310.7,01
I0219,500,800,615,233.0,149.8,01
I0220,1000,1200,615,389.0,527.9,0
I0221,600,800,615,376.0,295.4,012345
I0222,500,800,615,237.0,152.4,01
I0223,600,800,615,367.0,288.4,012345
I0224,800,1200,615,383.0,410.4,01
I0225,800,1500,615,230.0,279.3,012345
I0226,800,1000,615,342.0,317.6,0
I0227,1000,1200,615,157.0,213.1,0
I0228,800,1000,615,167.0,155.1,0
I0229,460,800,615,330.0,165.0,0
I0230,800,1200,615,317.0,339.6,01
I0231,1000,1200,615,280.0,380.0,0
I0232,460,800,615,433.0,216.5,0
I0233,460,800,615,180.0,90.0,0
I0234,800,1200,615,312.0,334.3,01
I0235,1000,1500,615,265.0,397.5,01
I0236,1000,1500,615,349.0,523.5,01
I0237,800,1200,615,0.0,0.0,01
I0238,1000,1500,615,203.0,304.5,01
I0239,800,1200,615,189.0,202.5,01
I0240,800,1000,615,429.0,398.4,0
I0241,800,1500,615,179.0,217.4,012345
I0242,800,1000,615,130.0,120.7,0
I0243,800,1000,615,437.0,405.8,0
I0244,800,1000,615,115.0,106.8,0
I0245,800,1500,615,0.0,0.0,012345
I0246,1000,1500,615,152.0,228.0,01
I0247,800,1500,615,341.0,414.1,012345
I0248,800,1500,615,341.0,414.1,012345
I0249,800,1200,615,309.0,331.1,01
I0250,1000,1500,615,359.0,538.5,01
I0251,800,1000,615,0.0,0.0,0
I0252,1000,1200,615,127.0,172.4,0
I0253,500,800,615,287.0,184.5,01
I0254,500,800,615,212.0,136.3,01
I0255,600,800,615,187.0,146.9,012345
I0256,500,800,615,314.0,201.9,01
I0257,1000,1200,615,234.0,317.6,0
I0258,460,800,615,448.0,224.0,0
I0259,500,800,615,310.0,199.3,01
I0260,460,800,615,306.0,153.0,0
I0261,1000,1200,615,406.0,551.0,0
I0262,800,1200,615,325.0,348.2,01
I0263,460,800,615,193.0,96.5,0
I0264,800,1200,615,367.0,393.2,01
I0265,800,1200,615,295.0,316.1,01
I0266,1000,1500,615,156.0,234.0,01
I0267,500,800,615,0.0,0.0,01
I0268,800,1200,615,334.0,357.9,01
I0269,800,1200,615,156.0,167.1,01
I0270,800,1200,615,248.0,265.7,01
I0271,1000,1200,615,428.0,580.9,0
I0272,800,1500,615,342.0,415.3,012345
I0273,800,1200,615,296.0,317.1,01
I0274,460,800,615,390.0,195.0,0
I0275,1000,1500,615,418.0,627.0,01
I0276,600,800,615,252.0,198.0,012345
I0277,1000,1500,615,216.0,324.0,01
I0278,800,1500,615,188.0,228.3,012345
I0279,500,800,615,401.0,257.8,01
I0280,1000,1500,615,149.0,223.5,01
I0281,460,800,615,0.0,0.0,0
I0282,1000,1200,615,180.0,244.3,0
I0283,500,800,615,166.0,106.7,01
I0284,600,800,615,244.0,191.7,012345
I0285,1000,1500,615,125.0,187.5,01
I0286,1000,1200,615,194.0,263.3,0
I0287,1000,1200,615,294.0,399.0,0
I0288,460,800,615,394.0,197.0,0
I0289,1000,1500,615,453.0,679.5,01
I0290,800,1000,615,290.0,269.3,0
I0291,500,800,615,382.0,245.6,01
I0292,800,1500,615,335.0,406.8,012345
I0293,500,800,615,229.0,147.2,01
I0294,800,1000,615,0.0,0.0,0
I0295,800,1500,615,380.0,461.4,012345
I0296,500,800,615,339.0,217.9,01
I0297,460,800,615,334.0,167.0,0
I0298,800,1500,615,194.0,235.6,012345
I0299,500,800,615,187.0,120.2,01
I0300,500,800,615,278.0,178.7,01
I0301,800,1500,615,123.0,149.4,012345
I0302,460,800,615,329.0,164.5,0
I0303,600,800,615,128.0,100.6,012345
I0304,1000,1500,615,209.0,313.5,01
I0305,460,800,615,219.0,109.5,0
I0306,1000,1500,615,281.0,421.5,01
I0307,800,1500,615,297.0,360.6,012345
I0308,500,800,615,0.0,0.0,01
I0309,460,800,615,318.0,159.0,0
I0310,500,800,615,282.0,181.3,01
I0311,1000,1500,615,0.0,0.0,01
I0312,800,1000,615,279.0,259.1,0
I0313,1000,1500,615,174.0,261.0,01
I0314,1000,1500,615,244.0,366.0,01
I0315,1000,1500,615,0.0,0.0,01
I0316,800,1200,615,372.0,398.6,01
I0317,460,800,615,288.0,144.0,0
I0318,500,800,615,309.0,198.6,01
I0319,800,1500,615,320.0,388.6,012345
I0320,1000,1200,615,130.0,176.4,0
I0321,1000,1500,615,196.0,294.0,01
I0322,500,800,615,322.0,207.0,01
I0323,1000,1500,615,381.0,571.5,01
I0324,460,800,615,420.0,210.0,0
I0325,800,1200,615,402.0,430.7,01
I0326,800,1000,615,0.0,0.0,0
I0327,460,800,615,396.0,198.0,0
I0328,800,1500,615,413.0,501.5,012345
I0329,1000,1500,615,207.0,310.5,01
I0330,800,1200,615,234.0,250.7,01
I0331,800,1200,615,158.0,169.3,01
I0332,800,1500,615,264.0,320.6,012345
I0333,500,800,615,256.0,164.6,01
I0334,500,800,615,241.0,154.9,01
I0335,800,1000,615,174.0,161.6,0
I0336,1000,1200,615,351.0,476.4,0
I0337,800,1200,615,341.0,365.4,01
I0338,800,1200,615,374.0,400.7,01
I0339,1000,1200,615,332.0,450.6,0
I0340,460,800,615,336.0,168.0,0
I0341,460,800,615,0.0,0.0,0
I0342,460,800,615,301.0,150.5,0
I0343,800,1200,615,0.0,0.0,01
I0344,1000,1200,615,253.0,343.4,0
I0345,600,800,615,315.0,247.5,012345
I0346,1000,1500,615,0.0,0.0,01
I0347,800,1000,615,290.0,269.3,0
I0348,1000,1500,615,288.0,432.0,01
I0349,800,1200,615,300.0,321.4,01
I0350,500,800,615,355.0,228.2,01
I0351,800,1500,615,234.0,284.1,012345
I0352,800,1000,615,388.0,360.3,0
I0353,800,1200,615,295.0,316.1,01
I0354,800,1000,615,148.0,137.4,0
I0355,500,800,615,178.0,114.4,01
I0356,1000,1500,615,244.0,366.0,01
I0357,800,1200,615,396.0,424.3,01
I0358,1000,1200,615,274.0,371.9,0
I0359,800,1000,615,150.0,139.3,0
I0360,1000,1500,615,299.0,448.5,01
I0361,800,1500,615,465.0,564.6,012345
I0362,1000,1200,615,271.0,367.8,0
I0363,500,800,615,102.0,65.6,01
I0364,800,1000,615,280.0,260.0,0
I0365,1000,1500,615,353.0,529.5,01
I0366,600,800,615,325.0,255.4,012345
I0367,800,1000,615,404.0,375.1,0
I0368,800,1500,615,194.0,235.6,012345
I0369,500,800,615,360.0,231.4,01
I0370,1000,1200,615,350.0,475.0,0
I0371,1000,1500,615,110.0,165.0,01
I0372,500,800,615,300.0,192.9,01
I0373,600,800,615,400.0,314.3,012345
I0374,600,800,615,256.0,201.1,012345
I0375,800,1000,615,288.0,267.4,0
I0376,1000,1200,615,438.0,594.4,0
I0377,600,800,615,287.0,225.5,012345
I0378,800,1500,615,314.0,381.3,012345
I0379,800,1500,615,380.0,461.4,012345
I0380,800,1000,615,232.0,215.4,0
I0381,1000,1200,615,286.0,388.1,0
I0382,800,1200,615,307.0,328.9,01
I0383,800,1200,615,357.0,382.5,01
I0384,500,800,615,142.0,91.3,01
I0385,600,800,615,362.0,284.4,012345
I0386,600,800,615,384.0,301.7,012345
I0387,1000,1500,615,412.0,618.0,01
I0388,500,800,615,328.0,210.9,01
I0389,1000,1200,615,422.0,572.7,0
I0390,800,1200,615,183.0,196.1,01
I0391,1000,1500,615,433.0,649.5,01
I0392,500,800,615,356.0,228.9,01
I0393,460,800,615,0.0,0.0,0
I0394,800,1000,615,235.0,218.2,0
I0395,600,800,615,245.0,192.5,012345
I0396,800,1500,615,255.0,309.6,012345
I0397,600,800,615,242.0,190.1,012345
I0398,800,1500,615,121.0,146.9,012345
I0399,460,800,615,0.0,0.0,0
I0400,1000,1200,615,339.0,460.1,0
I0401,800,1500,615,233.0,282.9,012345
I0402,600,800,615,437.0,343.4,012345
I0403,460,800,615,139.0,69.5,0
I0404,800,1200,615,111.0,118.9,01
I0405,800,1200,615,442.0,473.6,01
I0406,1000,1500,615,396.0,594.0,01
I0407,800,1200,615,239.0,256.1,01
I0408,600,800,615,400.0,314.3,012345
I0409,1000,1500,615,136.0,204.0,01
I0410,500,800,615,0.0,0.0,01
I0411,460,800,615,212.0,106.0,0
I0412,800,1500,615,139.0,168.8,012345
I0413,1000,1500,615,355.0,532.5,01
I0414,800,1200,615,206.0,220.7,01
I0415,500,800,615,412.0,264.9,01
I0416,600,800,615,263.0,206.6,012345
I0417,1000,1500,615,252.0,378.0,01
I0418,1000,1200,615,414.0,561.9,0
I0419,500,800,615,302.0,194.1,01
I0420,1000,1200,615,401.0,544.2,0
I0421,600,800,615,158.0,124.1,012345
I0422,1000,1500,615,270.0,405.0,01
I0423,1000,1500,615,246.0,369.0,01
I0424,600,800,615,313.0,245.9,012345
I0425,800,1500,615,314.0,381.3,012345
I0426,500,800,615,218.0,140.1,01
I0427,1000,1500,615,313.0,469.5,01
I0428,800,1200,615,317.0,339.6,01
I0429,500,800,615,171.0,109.9,01
I0430,800,1200,615,366.0,392.1,01
I0431,600,800,615,310.0,243.6,012345
I0432,1000,1500,615,255.0,382.5,01
I0433,500,800,615,260.0,167.1,01
I0434,500,800,615,210.0,135.0,01
I0435,800,1000,615,182.0,169.0,0
I0436,500,800,615,463.0,297.6,01
I0437,800,1000,615,178.0,165.3,0
I0438,1000,1500,615,176.0,264.0,01
I0439,1000,1500,615,195.0,292.5,01
I0440,460,800,615,461.0,230.5,0
I0441,800,1000,615,315.0,292.5,0
I0442,460,800,615,283.0,141.5,0
I0443,500,800,615,128.0,82.3,01
I0444,1000,1500,615,208.0,312.0,01
I0445,460,800,615,0.0,0.0,0
I0446,800,1500,615,346.0,420.1,012345
I0447,800,1000,615,144.0,133.7,0
I0448,800,1000,615,404.0,375.1,0
I0449,800,1500,615,383.0,465.1,012345
I0450,800,1200,615,268.0,287.1,01
I0451,800,1200,615,176.0,188.6,01
I0452,500,800,615,146.0,93.9,01
I0453,800,1200,615,327.0,350.4,01
I0454,800,1200,615,138.0,147.9,01
I0455,500,800,615,221.0,142.1,01
I0456,1000,1500,615,0.0,0.0,01
I0457,600,800,615,298.0,234.1,012345
I0458,600,800,615,377.0,296.2,012345
I0459,500,800,615,373.0,239.8,01
I0460,460,800,615,124.0,62.0,0
I0461,1000,1500,615,394.0,591.0,01
I0462,1000,1200,615,336.0,456.0,0
I0463,1000,1200,615,0.0,0.0,0
I0464,500,800,615,324.0,208.3,01
I0465,1000,1500,615,396.0,594.0,01
I0466,1000,1500,615,0.0,0.0,01
I0467,500,800,615,400.0,257.1,01
I0468,1000,1500,615,318.0,477.0,01
I0469,1000,1200,615,256.0,347.4,0
I0470,800,1000,615,177.0,164.4,0
I0471,500,800,615,434.0,279.0,01
I0472,800,1000,615,247.0,229.4,0
I0473,1000,1200,615,330.0,447.9,0
I0474,800,1000,615,269.0,249.8,0
I0475,1000,1500,615,130.0,195.0,01
I0476,1000,1200,615,223.0,302.6,0
I0477,1000,1500,615,268.0,402.0,01
I0478,800,1200,615,410.0,439.3,01
I0479,1000,1500,615,306.0,459.0,01
I0480,800,1200,615,0.0,0.0,01
I0481,500,800,615,189.0,121.5,01
I0482,800,1500,615,274.0,332.7,012345
I0483,800,1200,615,0.0,0.0,01
I0484,800,1200,615,171.0,183.2,01
I0485,800,1000,615,286.0,265.6,0
I0486,600,800,615,412.0,323.7,012345
I0487,1000,1500,615,203.0,304.5,01
I0488,600,800,615,250.0,196.4,012345
I0489,600,800,615,259.0,203.5,012345
I0490,1000,1200,615,147.0,199.5,0
I0491,1000,1200,615,166.0,225.3,0
I0492,800,1500,615,338.0,410.4,012345
I0493,460,800,615,329.0,164.5,0
I0494,500,800,615,107.0,68.8,01
I0495,500,800,615,0.0,0.0,01
I0496,500,800,615,380.0,244.3,01
I0497,1000,1500,615,274.0,411.0,01
I0498,600,800,615,0.0,0.0,012345
I0499,1000,1200,615,138.0,187.3,0
I0500,460,800,615,291.0,145.5,0
I0501,460,800,615,166.0,83.0,0
I0502,800,1000,615,355.0,329.6,0
I0503,800,1000,615,219.0,203.4,0
I0504,800,1200,615,0.0,0.0,01
I0505,1000,1500,615,356.0,534.0,01
I0506,800,1500,615,179.0,217.4,012345
I0507,500,800,615,0.0,0.0,01
I0508,800,1500,615,314.0,381.3,012345
I0509,500,800,615,377.0,242.4,01
I0510,600,800,615,0.0,0.0,012345
I0511,500,800,615,222.0,142.7,01
I0512,460,800,615,304.0,152.0,0
I0513,800,1200,615,264.0,282.9,01
I0514,800,1200,615,212.0,227.1,01
I0515,460,800,615,353.0,176.5,0
I0516,600,800,615,239.0,187.8,012345
I0517,1000,1200,615,320.0,434.3,0
I0518,1000,1200,615,415.0,563.2,0
I0519,600,800,615,218.0,171.3,012345
I0520,800,1200,615,368.0,394.3,01
I0521,800,1000,615,336.0,312.0,0
I0522,460,800,615,412.0,206.0,0
I0523,800,1500,615,334.0,405.6,012345
I0524,800,1200,615,263.0,281.8,01
I0525,500,800,615,0.0,0.0,01
I0526,500,800,615,212.0,136.3,01
I0527,800,1000,615,373.0,346.4,0
I0528,500,800,615,332.0,213.4,01
I0529,1000,1200,615,386.0,523.9,0
I0530,500,800,615,199.0,127.9,01
I0531,1000,1200,615,373.0,506.2,0
I0532,500,800,615,316.0,203.1,01
I0533,460,800,615,230.0,115.0,0
I0534,1000,1500,615,359.0,538.5,01
I0535,800,1500,615,287.0,348.5,012345
I0536,500,800,615,107.0,68.8,01
I0537,800,1000,615,338.0,313.9,0
I0538,600,800,615,312.0,245.1,012345
I0539,460,800,615,297.0,148.5,0
I0540,800,1000,615,392.0,364.0,0
I0541,1000,1200,615,440.0,597.1,0
I0542,460,800,615,246.0,123.0,0
I0543,1000,1200,615,425.0,576.8,0
I0544,800,1500,615,442.0,536.7,012345
I0545,800,1200,615,346.0,370.7,01
I0546,500,800,615,231.0,148.5,01
I0547,500,800,615,391.0,251.4,01
I0548,600,800,615,311.0,244.4,012345
I0549,1000,1200,615,0.0,0.0,0
I0550,460,800,615,301.0,150.5,0
I0551,460,800,615,403.0,201.5,0
I0552,800,1500,615,319.0,387.4,012345
I0553,800,1000,615,0.0,0.0,0
I0554,800,1500,615,161.0,195.5,012345
I0555,800,1200,615,160.0,171.4,01
I0556,500,800,615,230.0,147.9,01
I0557,800,1000,615,329.0,305.5,0
I0558,1000,1500,615,232.0,348.0,01
I0559,800,1000,615,125.0,116.1,0
I0560,800,1500,615,137.0,166.4,012345
I0561,1000,1200,615,245.0,332.5,0
I0562,460,800,615,241.0,120.5,0
I0563,460,800,615,196.0,98.0,0
I0564,800,1000,615,334.0,310.1,0
I0565,1000,1200,615,353.0,479.1,0
I0566,460,800,615,161.0,80.5,0
I0567,800,1500,615,315.0,382.5,012345
I0568,500,800,615,283.0,181.9,01
I0569,1000,1200,615,0.0,0.0,0
I0570,500,800,615,347.0,223.1,01
I0571,1000,1500,615,455.0,682.5,01
I0572,800,1000,615,314.0,291.6,0
I0573,1000,1200,615,436.0,591.7,0
I0574,500,800,615,390.0,250.7,01
I0575,800,1000,615,123.0,114.2,0
I0576,1000,1500,615,236.0,354.0,01
I0577,800,1500,615,418.0,507.6,012345
I0578,800,1500,615,404.0,490.6,012345
I0579,800,1500,615,298.0,361.9,012345
I0580,460,800,615,292.0,146.0,0
I0581,1000,1500,615,153.0,229.5,01
I0582,1000,1200,615,415.0,563.2,0
I0583,800,1000,615,367.0,340.8,0
I0584,1000,1500,615,240.0,360.0,01
I0585,800,1000,615,242.0,224.7,0
I0586,600,800,615,333.0,261.6,012345
I0587,1000,1200,615,384.0,521.1,0
I0588,500,800,615,0.0,0.0,01
I0589,1000,1200,615,250.0,339.3,0
I0590,460,800,615,211.0,105.5,0
I0591,800,1500,615,0.0,0.0,012345
I0592,1000,1500,615,268.0,402.0,01
I0593,600,800,615,241.0,189.4,012345
I0594,600,800,615,0.0,0.0,012345
I0595,1000,1200,615,261.0,354.2,0
I0596,600,800,615,262.0,205.9,012345
I0597,800,1200,615,0.0,0.0,01
I0598,1000,1200,615,0.0,0.0,0
I0599,460,800,615,193.0,96.5,0
I0600,460,800,615,0.0,0.0,0
I0601,800,1200,615,227.0,243.2,01
I0602,800,1500,615,210.0,255.0,012345
I0603,1000,1500,615,314.0,471.0,01
I0604,800,1500,615,186.0,225.9,012345
I0605,800,1500,615,123.0,149.4,012345
I0606,500,800,615,198.0,127.3,01
I0607,500,800,615,370.0,237.9,01
I0608,800,1000,615,208.0,193.1,0
I0609,1000,1500,615,323.0,484.5,01
I0610,1000,1500,615,288.0,432.0,01
I0611,600,800,615,0.0,0.0,012345
I0612,1000,1200,615,0.0,0.0,0
I0613,460,800,615,428.0,214.0,0
I0614,1000,1500,615,254.0,381.0,01
I0615,600,800,615,143.0,112.4,012345
I0616,1000,1500,615,158.0,237.0,01
I0617,600,800,615,298.0,234.1,012345
I0618,800,1000,615,274.0,254.4,0
I0619,600,800,615,317.0,249.1,012345
I0620,800,1200,615,145.0,155.4,01
I0621,460,800,615,256.0,128.0,0
I0622,800,1000,615,0.0,0.0,0
I0623,800,1000,615,284.0,263.7,0
I0624,800,1500,615,430.0,522.1,012345
I0625,1000,1500,615,409.0,613.5,01
I0626,800,1500,615,202.0,245.3,012345
I0627,1000,1200,615,229.0,310.8,0
I0628,1000,1500,615,0.0,0.0,01
I0629,500,800,615,401.0,257.8,01
I0630,800,1200,615,197.0,211.1,01
I0631,1000,1500,615,351.0,526.5,01
I0632,600,800,615,419.0,329.2,012345
I0633,500,800,615,366.0,235.3,01
I0634,500,800,615,365.0,234.6,01
I0635,460,800,615,351.0,175.5,0
I0636,1000,1500,615,0.0,0.0,01
I0637,1000,1500,615,266.0,399.0,01
I0638,800,1000,615,366.0,339.9,0
I0639,500,800,615,198.0,127.3,01
I0640,800,1500,615,290.0,352.1,012345
I0641,800,1000,615,240.0,222.9,0
I0642,800,1000,615,411.0,381.6,0
I0643,800,1000,615,360.0,334.3,0
I0644,1000,1200,615,356.0,483.1,0
I0645,1000,1200,615,372.0,504.9,0
I0646,800,1000,615,289.0,268.4,0
I0647,500,800,615,367.0,235.9,01
I0648,500,800,615,440.0,282.9,01
I0649,800,1000,615,338.0,313.9,0
I0650,460,800,615,461.0,230.5,0
I0651,460,800,615,239.0,119.5,0
I0652,460,800,615,91.0,45.5,0
I0653,1000,1200,615,238.0,323.0,0
I0654,1000,1200,615,339.0,460.1,0
I0655,600,800,615,320.0,251.4,012345
I0656,1000,1500,615,324.0,486.0,01
I0657,800,1500,615,180.0,218.6,012345
I0658,800,1000,615,293.0,272.1,0
I0659,600,800,615,190.0,149.3,012345
I0660,800,1500,615,354.0,429.9,012345
