id,width,depth,height,weight,value,allowedRotations
I0088,1200,1400,1450,179.4,179.4,0
I0089,1000,1200,975,139.98,81.7,012345
I0090,1200,1600,750,323.7,161.8,0
I0091,1000,1200,1057,112.8,61.1,01
I0092,1200,1600,930,149.322,74.7,0
I0093,1000,2350,950,272.592,181.7,01
I0094,1000,1200,975,129.0,75.2,012345
I0095,1000,1200,975,129.0,75.2,012345
I0096,1000,1200,750,119.08,69.5,012345
I0097,1200,1600,1350,303.92,152.0,0
I0098,1200,1600,1350,205.16,102.6,0
I0099,1200,1400,1450,179.4,179.4,0
I0100,1000,1200,975,169.2,98.7,012345
I0101,1200,1800,1350,820.48,717.9,0
I0102,1000,1200,975,129.0,75.2,012345
I0103,1000,1200,975,129.0,75.2,012345
I0104,1200,1600,1350,303.92,152.0,0
I0105,1000,2350,950,286.656,191.1,01
I0106,1200,1400,1450,179.4,179.4,0
I0107,1200,1600,930,307.13,153.6,0
I0108,1200,1600,1350,207.72,103.9,0
I0109,1550,2050,1450,215.582,170.7,01
I0110,1200,1600,1350,303.92,152.0,0
I0111,1000,1200,359,42.336,22.9,01
I0112,1000,1200,975,168.796,98.5,012345
I0113,1000,1200,943,94.68,51.3,01
I0114,1200,1600,930,551.56,275.8,0
I0115,1200,1600,930,174.305,87.2,0
I0116,1000,1200,930,140.0,81.7,012345
I0117,1200,1400,1450,179.4,179.4,0
I0118,1200,1600,975,180.784,90.4,0
I0119,1200,1600,930,174.305,87.2,0
I0120,1600,2200,1450,258.56,280.1,012345
I0121,1400,1800,1020,303.45,290.8,012345
I0122,1200,1600,930,169.96,85.0,0
I0123,1200,1400,1450,179.4,179.4,0
I0124,1200,1600,975,180.2,90.1,0
I0125,1000,1200,975,142.59,83.2,012345
I0126,1200,1600,750,137.391,68.7,0
I0127,1000,1200,975,129.0,75.2,012345
I0128,1200,1600,1350,207.72,103.9,0
I0129,1000,1200,975,149.31,87.1,012345
I0130,1200,1600,930,169.96,85.0,0
I0131,1200,1600,930,169.96,85.0,0
I0132,1200,1600,930,551.56,275.8,0
I0133,1200,1600,750,148.86,74.4,0
I0134,1000,1200,750,105.224,61.4,012345
I0135,1200,1600,930,216.2,108.1,0
I0136,1000,1200,750,135.8,79.2,012345
I0137,1000,1200,975,129.0,75.2,012345
I0138,1000,1200,975,131.366,76.6,012345
I0139,1200,1600,930,227.0,113.5,0
I0140,1000,1200,750,106.03,61.9,012345
I0141,1000,2350,950,272.592,181.7,01
I0142,1200,1600,930,149.322,74.7,0
I0143,1200,1600,930,607.6,303.8,0
I0144,1000,2350,950,264.88,176.6,01
I0145,1200,1600,930,227.0,113.5,0
I0146,1000,1200,975,131.366,76.6,012345
I0147,1000,1200,1155,109.48,59.3,01
I0148,1200,1600,930,169.96,85.0,0
I0149,1000,2350,950,264.88,176.6,01
I0150,1000,1200,975,139.98,81.7,012345
I0151,1200,1600,930,358.48,179.2,0
I0152,1000,2350,950,264.88,176.6,01
I0153,1200,1600,930,149.212,74.6,0
I0154,1000,1200,359,61.75,33.4,01
I0155,1200,1600,750,323.7,161.8,0
I0156,1200,1600,975,176.2,88.1,0
I0157,1000,1200,975,131.366,76.6,012345
I0158,1200,1600,930,174.305,87.2,0
I0159,1000,1200,975,139.98,81.7,012345
I0160,1200,1600,975,197.164,98.6,0
I0161,1000,1200,750,217.6,126.9,012345
I0162,1000,1200,930,704.36,410.9,012345
I0163,570,780,478,96.256,80.2,012345
I0164,1000,1200,975,129.0,75.2,012345
I0165,1400,1800,1020,201.008,192.6,012345
I0166,1200,1600,750,137.391,68.7,0
I0167,1400,1800,1020,201.008,192.6,012345
I0168,1000,1200,975,155.68,90.8,012345
I0169,1000,1200,975,129.0,75.2,012345
I0170,1000,1200,975,132.804,77.5,012345
I0171,570,780,478,100.96,84.1,012345
I0172,1000,1200,750,431.704,251.8,012345
I0173,1200,1600,975,190.6,95.3,0
I0174,1200,1600,750,137.391,68.7,0
I0175,1200,1600,975,157.06,78.5,0
I0176,1200,1600,930,149.322,74.7,0
I0177,1200,1800,930,249.0,217.9,0
I0178,1200,1600,1350,207.72,103.9,0
I0179,1200,1600,930,227.0,113.5,0
I0180,1200,1600,975,177.76,88.9,0
I0181,1200,1600,930,169.96,85.0,0
I0182,1200,1600,750,148.86,74.4,0
I0183,1000,1200,750,260.52,152.0,012345
I0184,1200,1600,930,227.0,113.5,0
I0185,1200,1600,930,227.44,113.7,0
I0186,1000,1200,758,127.4,69.0,01
I0187,1000,1200,758,127.4,69.0,01
I0188,1000,1200,930,152.366,88.9,012345
I0189,1200,1600,975,187.72,93.9,0
I0190,1200,1600,930,149.212,74.6,0
I0191,1000,2350,950,272.592,181.7,01
I0192,1200,1600,975,197.164,98.6,0
I0193,1000,1200,975,149.31,87.1,012345
I0194,1200,1600,930,149.322,74.7,0
I0195,1200,1600,930,454.873,227.4,0
I0196,1200,1600,975,176.2,88.1,0
I0197,1000,2350,950,286.656,191.1,01
I0198,1000,2350,950,272.592,181.7,01
I0199,1200,1600,975,187.72,93.9,0
I0200,1000,1200,459,39.36,21.3,01
I0201,1200,2000,545,408.88,289.6,012345
I0202,1200,1600,975,611.224,305.6,0
I0203,1200,1600,930,174.305,87.2,0
I0204,1200,1600,930,149.212,74.6,0
I0205,1200,1600,930,169.96,85.0,0
I0206,1000,1200,975,129.0,75.2,012345
I0207,1000,1200,750,105.224,61.4,012345
I0208,1000,1200,975,132.804,77.5,012345
I0209,1200,1600,930,227.0,113.5,0
I0210,1200,1800,930,249.0,217.9,0
I0211,1200,1400,1450,179.4,179.4,0
I0212,570,780,478,100.96,84.1,012345
I0213,1200,1600,930,169.96,85.0,0
I0214,1200,1600,930,149.322,74.7,0
I0215,1000,1200,750,135.8,79.2,012345
I0216,1000,1200,930,614.16,358.3,012345
I0217,1000,1200,750,106.03,61.9,012345
I0218,1000,1200,975,168.796,98.5,012345
I0219,1000,1200,975,131.366,76.6,012345
I0220,1200,1600,750,137.391,68.7,0
I0221,1200,1400,1450,179.4,179.4,0
I0222,1200,1600,930,227.0,113.5,0
I0223,1600,2200,1450,258.56,280.1,012345
I0224,1200,1600,930,149.322,74.7,0
I0225,1000,1200,975,129.0,75.2,012345
I0226,1000,1200,975,129.0,75.2,012345
I0227,1200,1400,1450,179.4,179.4,0
I0228,1000,1200,459,47.02,25.5,01
I0229,1000,1200,975,129.0,75.2,012345
I0230,1200,1600,930,227.0,113.5,0
I0231,1000,1200,750,119.08,69.5,012345
I0232,1200,1600,930,216.2,108.1,0
I0233,1000,1200,750,106.03,61.9,012345
I0234,1000,1200,750,351.944,205.3,012345
I0235,1000,1200,930,129.2,75.4,012345
I0236,1550,2050,1450,215.582,170.7,01
I0237,570,780,478,82.32,68.6,012345
I0238,1000,1200,975,149.31,87.1,012345
I0239,1550,2050,1450,215.582,170.7,01
I0240,1000,1200,975,132.804,77.5,012345
I0241,1000,1200,750,105.224,61.4,012345
I0242,1000,1200,975,129.0,75.2,012345
I0243,1200,1600,930,149.322,74.7,0
I0244,1200,1600,930,307.13,153.6,0
I0245,1200,1400,1450,179.4,179.4,0
I0246,1000,1200,750,106.03,61.9,012345
I0247,1200,1600,750,137.391,68.7,0
I0248,1200,1600,1350,207.72,103.9,0
I0249,1200,1600,975,181.96,91.0,0
I0250,1200,1600,750,197.34,98.7,0
I0251,1200,1600,975,180.784,90.4,0
I0252,1200,1600,930,174.305,87.2,0
I0253,1600,2200,1450,258.56,280.1,012345
I0254,1000,1200,750,431.704,251.8,012345
I0255,1000,1200,975,129.0,75.2,012345
I0256,1200,1600,1350,207.72,103.9,0
I0257,1200,1600,1350,207.72,103.9,0
I0258,1000,1200,930,152.366,88.9,012345
I0259,1000,1200,975,131.366,76.6,012345
I0260,1200,1600,930,169.96,85.0,0
I0261,1000,1200,975,384.74,224.4,012345
I0262,1200,1600,975,176.2,88.1,0
I0263,1000,1200,975,129.0,75.2,012345
I0264,1000,1200,975,129.0,75.2,012345
I0265,1000,1200,975,169.2,98.7,012345
I0266,1000,1200,750,135.8,79.2,012345
I0267,1000,1200,421,47.022,25.5,01
I0268,1000,2350,950,264.88,176.6,01
I0269,1400,1800,1020,201.008,192.6,012345
I0270,1000,1200,975,129.0,75.2,012345
I0271,1200,1600,1350,207.72,103.9,0
I0272,1000,1200,975,129.0,75.2,012345
I0273,1200,1600,930,174.305,87.2,0
I0274,1550,2050,1450,215.582,170.7,01
I0275,1000,1200,975,132.804,77.5,012345
I0276,1000,1200,975,139.98,81.7,012345
I0277,1200,1600,750,299.76,149.9,0
I0278,1200,1400,1450,179.4,179.4,0
I0279,1000,1200,943,88.47,47.9,01
I0280,1200,1600,1350,207.72,103.9,0
I0281,1200,1600,930,169.96,85.0,0
I0282,1000,1200,1100,76.356,41.4,01
I0283,1000,1200,975,129.0,75.2,012345
I0284,1200,1600,750,137.391,68.7,0
I0285,1000,2350,950,272.592,181.7,01
I0286,1200,1600,975,178.6,89.3,0
I0287,1200,1600,930,149.212,74.6,0
I0288,1200,1600,930,169.96,85.0,0
I0289,1000,1200,459,54.546,29.5,01
I0290,1200,1400,1450,179.4,179.4,0
I0291,1200,1600,750,137.391,68.7,0
I0292,1400,1800,1020,303.45,290.8,012345
I0293,1000,1200,975,168.796,98.5,012345
I0294,1000,1200,359,50.455,27.3,01
I0295,1200,1600,930,149.212,74.6,0
I0296,1000,1200,459,64.8,35.1,01
I0297,1200,1600,930,663.22,331.6,0
I0298,1000,1200,750,229.88,134.1,012345
I0299,1000,1200,1057,182.1,98.6,01
I0300,1200,1600,930,169.96,85.0,0
I0301,1200,1600,930,169.96,85.0,0
I0302,1000,1200,1057,84.96,46.0,01
I0303,1000,1200,975,132.804,77.5,012345
I0304,1200,1600,930,356.2,178.1,0
I0305,1550,2050,1450,215.582,170.7,01
I0306,1000,2350,950,272.592,181.7,01
I0307,1200,1600,930,149.212,74.6,0
I0308,1000,1200,975,134.92,78.7,012345
I0309,1000,1200,750,106.03,61.9,012345
I0310,1000,2350,950,272.592,181.7,01
I0311,1200,1600,930,169.96,85.0,0
I0312,1200,1600,975,166.392,83.2,0
I0313,1200,1600,930,149.322,74.7,0
I0314,1200,1600,975,166.392,83.2,0
I0315,1000,2350,950,272.592,181.7,01
I0316,1200,1600,1350,207.72,103.9,0
I0317,1200,1600,930,307.13,153.6,0
I0318,1200,1600,930,169.96,85.0,0
I0319,1200,1600,975,178.6,89.3,0
I0320,1200,1400,1450,179.4,179.4,0
I0321,1000,1200,975,134.92,78.7,012345
I0322,1200,1600,930,174.305,87.2,0
I0323,1200,1600,975,184.6,92.3,0
I0324,1200,1600,930,174.305,87.2,0
I0325,1200,1600,930,203.32,101.7,0
I0326,1200,1600,1350,303.92,152.0,0
I0327,1200,1600,750,137.391,68.7,0
I0328,1000,1200,975,139.98,81.7,012345
I0329,1200,1600,930,149.322,74.7,0
I0330,1000,2350,950,286.656,191.1,01
I0331,1200,1600,975,180.784,90.4,0
I0332,1200,1600,930,149.212,74.6,0
I0333,1000,1200,930,128.84,75.2,012345
I0334,570,780,478,270.08,225.1,012345
I0335,1200,1900,750,177.104,132.8,0
I0336,1000,1200,975,153.088,89.3,012345
I0337,1000,1200,930,291.48,170.0,012345
I0338,1000,1200,545,526.75,307.3,012345
I0339,1000,1200,975,129.0,75.2,012345
I0340,1200,1600,975,181.96,91.0,0
I0341,1200,1600,930,149.212,74.6,0
I0342,1200,1600,1350,207.72,103.9,0
I0343,1530,2030,975,245.764,256.0,01
I0344,1200,1600,930,169.96,85.0,0
I0345,1000,2350,950,272.592,181.7,01
I0346,1000,1200,1057,85.8,46.5,01
I0347,1000,2350,950,286.656,191.1,01
I0348,1200,1600,750,155.64,77.8,0
I0349,1000,1200,930,129.2,75.4,012345
I0350,1200,1600,930,227.0,113.5,0
I0351,1000,1200,975,129.0,75.2,012345
I0352,1200,1600,930,149.212,74.6,0
I0353,1000,1200,459,48.56,26.3,01
I0354,1200,1600,930,169.96,85.0,0
I0355,1000,1200,1155,366.75,198.7,01
I0356,1400,1800,1020,201.008,192.6,012345
I0357,1000,1200,459,47.25,25.6,01
I0358,1200,1600,930,830.32,415.2,0
I0359,1000,2350,950,272.592,181.7,01
I0360,1000,1200,930,291.0,169.8,012345
I0361,1200,1600,930,551.56,275.8,0
I0362,1200,1600,930,227.0,113.5,0
I0363,1200,1600,930,174.305,87.2,0
I0364,1200,1900,750,177.104,132.8,0
I0365,1000,1200,459,28.96,15.7,01
I0366,1200,1600,930,149.322,74.7,0
I0367,1000,2350,950,286.656,191.1,01
I0368,1200,1600,545,338.52,169.3,0
I0369,1200,1600,750,137.391,68.7,0
I0370,1000,1200,975,131.366,76.6,012345
I0371,1200,1600,930,149.322,74.7,0
I0372,1530,2030,1350,245.36,255.6,01
I0373,1000,2350,950,272.592,181.7,01
I0374,1000,2350,950,271.36,180.9,01
I0375,1000,1200,459,47.02,25.5,01
I0376,1200,1600,750,148.86,74.4,0
I0377,1530,2030,1350,245.36,255.6,01
I0378,1200,1600,930,149.212,74.6,0
I0379,1200,1600,930,356.2,178.1,0
I0380,1000,1200,930,154.3,90.0,012345
I0381,1400,1800,1020,201.008,192.6,012345
I0382,1000,1200,975,139.98,81.7,012345
I0383,1550,2050,1450,215.582,170.7,01
I0384,1000,1200,459,47.25,25.6,01
I0385,1000,1200,975,129.0,75.2,012345
I0386,1200,1600,750,137.391,68.7,0
I0387,1200,1600,975,166.392,83.2,0
I0388,1000,1200,975,152.112,88.7,012345
I0389,1200,1900,750,177.104,132.8,0
I0390,1000,1200,930,340.1,198.4,012345
I0391,1000,2350,950,286.656,191.1,01
I0392,1000,1200,750,217.6,126.9,012345
I0393,1000,1200,975,132.804,77.5,012345
I0394,1000,1200,930,129.2,75.4,012345
I0395,1200,1600,930,174.305,87.2,0
I0396,1550,2050,1450,215.582,170.7,01
I0397,1000,1200,975,152.112,88.7,012345
I0398,1200,1800,1350,820.48,717.9,0
I0399,1000,1200,975,132.804,77.5,012345
I0400,1000,1200,975,131.366,76.6,012345
I0401,1000,1200,975,129.0,75.2,012345
I0402,1000,1200,750,119.08,69.5,012345
I0403,1000,1200,750,260.52,152.0,012345
I0404,1000,1200,975,134.92,78.7,012345
I0405,1000,1200,975,165.375,96.5,012345
I0406,1000,1200,975,160.68,93.7,012345
I0407,1200,1900,750,177.104,132.8,0
I0408,1200,1600,750,323.7,161.8,0
I0409,1530,2030,1350,245.36,255.6,01
I0410,1200,1600,930,356.56,178.3,0
I0411,1000,2350,950,271.36,180.9,01
I0412,1550,2050,1450,215.582,170.7,01
I0413,1200,1600,1350,205.16,102.6,0
I0414,570,780,478,100.96,84.1,012345
I0415,1400,1800,1020,303.45,290.8,012345
I0416,1000,1200,975,129.0,75.2,012345
I0417,1000,1200,930,152.366,88.9,012345
I0418,1000,1200,975,131.366,76.6,012345
I0419,1000,1200,930,129.2,75.4,012345
I0420,1000,1200,750,135.8,79.2,012345
I0421,1000,1200,975,131.366,76.6,012345
I0422,1000,1200,943,94.86,51.4,01
I0423,1000,1200,975,149.31,87.1,012345
I0424,1000,1200,750,106.03,61.9,012345
I0425,1000,1200,930,340.0,198.3,012345
I0426,1000,2350,950,271.36,180.9,01
I0427,1000,1200,459,72.7,39.4,01
I0428,1200,1600,975,166.392,83.2,0
I0429,1200,1600,930,307.13,153.6,0
I0430,1000,1200,930,140.0,81.7,012345
I0431,1200,1600,975,187.72,93.9,0
I0432,1400,1800,1020,201.008,192.6,012345
I0433,1000,1200,750,105.224,61.4,012345
I0434,1000,1200,750,106.03,61.9,012345
I0435,1200,1600,930,438.4,219.2,0
I0436,1200,1600,750,137.391,68.7,0
I0437,1000,1200,975,142.59,83.2,012345
I0438,1200,1600,975,611.224,305.6,0
I0439,1200,1600,930,149.322,74.7,0
I0440,1000,1200,975,168.796,98.5,012345
I0441,1000,1200,975,131.366,76.6,012345
I0442,1200,1400,1450,179.4,179.4,0
I0443,1000,1200,359,38.6,20.9,01
I0444,1000,1200,975,129.0,75.2,012345
I0445,1000,1200,975,293.32,171.1,012345
I0446,1000,1200,750,135.8,79.2,012345
I0447,1000,1200,1057,154.14,83.5,01
I0448,1000,2350,950,272.592,181.7,01
I0449,1200,1600,930,174.305,87.2,0
I0450,1000,1200,975,161.48,94.2,012345
I0451,1000,1200,750,105.224,61.4,012345
I0452,1000,1200,975,131.366,76.6,012345
I0453,1000,1200,975,152.112,88.7,012345
I0454,1200,1400,1450,179.4,179.4,0
I0455,1200,1900,750,177.104,132.8,0
I0456,1000,1200,975,134.92,78.7,012345
I0457,1000,1200,1057,109.68,59.4,01
I0458,1200,1600,930,169.96,85.0,0
I0459,1000,1200,975,169.2,98.7,012345
I0460,1200,1600,930,227.0,113.5,0
I0461,1000,2350,950,286.656,191.1,01
I0462,1000,1200,750,105.224,61.4,012345
I0463,1200,1600,975,190.6,95.3,0
I0464,1000,1200,975,142.59,83.2,012345
I0465,1200,1600,975,181.96,91.0,0
I0466,1000,2350,950,272.592,181.7,01
I0467,1000,1200,545,729.5,425.5,012345
I0468,1000,1200,975,129.0,75.2,012345
I0469,1000,1200,1155,86.48,46.8,01
I0470,1200,1600,975,179.58,89.8,0
I0471,1530,2030,975,245.764,256.0,01
I0472,1200,2000,2350,367.608,520.8,01
I0473,1200,1600,930,169.96,85.0,0
I0474,1000,2350,950,272.592,181.7,01
I0475,1200,1600,930,216.2,108.1,0
I0476,1200,1600,975,185.25,92.6,0
I0477,1000,1200,558,61.6,33.4,01
I0478,1000,1200,1057,114.48,62.0,01
I0479,1000,1200,975,134.92,78.7,012345
I0480,1200,1600,1350,303.92,152.0,0
I0481,1000,1200,459,72.7,39.4,01
I0482,1000,1200,975,134.92,78.7,012345
I0483,1200,1600,750,197.34,98.7,0
I0484,1000,1200,930,291.0,169.8,012345
I0485,1200,1600,930,607.6,303.8,0
I0486,1000,1200,975,129.0,75.2,012345
I0487,1200,1600,930,149.322,74.7,0
I0488,1200,1600,975,176.2,88.1,0
I0489,1200,1600,930,149.212,74.6,0
I0490,1000,1200,459,47.02,25.5,01
I0491,1000,1200,930,340.1,198.4,012345
I0492,1000,2350,950,286.656,191.1,01
I0493,1200,1600,1350,207.72,103.9,0
I0494,1000,2350,950,286.656,191.1,01
I0495,1000,1200,975,168.796,98.5,012345
I0496,1200,1910,1295,613.59,792.6,01
I0497,1200,1600,975,166.392,83.2,0
I0498,1000,1200,459,64.84,35.1,01
I0499,1200,1600,930,149.322,74.7,0
I0500,1200,1600,975,180.2,90.1,0
I0501,1000,1200,975,160.68,93.7,012345
I0502,1200,1600,975,176.2,88.1,0
I0503,1000,1200,750,229.88,134.1,012345
I0504,1000,1200,975,142.59,83.2,012345
I0505,1200,1600,930,227.44,113.7,0
I0506,1200,1400,1450,179.4,179.4,0
I0507,1200,1600,930,169.96,85.0,0
I0508,1200,1800,930,249.0,217.9,0
I0509,1200,1600,930,149.212,74.6,0
I0510,1000,1200,975,131.366,76.6,012345
I0511,1200,1400,1450,179.4,179.4,0
I0512,1000,1200,930,291.48,170.0,012345
I0513,1000,1200,975,138.428,80.7,012345
I0514,1000,1200,459,46.48,25.2,01
I0515,1200,1600,930,169.96,85.0,0
I0516,1200,1600,930,174.305,87.2,0
I0517,1000,1200,750,318.7,185.9,012345
I0518,1200,1900,750,257.46,193.1,0
I0519,1000,1200,943,88.47,47.9,01
I0520,1000,1200,750,260.52,152.0,012345
I0521,1000,1200,750,119.08,69.5,012345
I0522,1200,1600,930,370.78,185.4,0
I0523,1400,1800,1020,303.45,290.8,012345
I0524,1000,1200,459,51.734,28.0,01
I0525,1000,1200,975,129.0,75.2,012345
I0526,1000,2350,950,286.656,191.1,01
I0527,1200,1600,930,149.212,74.6,0
I0528,1200,1600,975,197.164,98.6,0
I0529,1200,1600,975,181.96,91.0,0
I0530,1200,1600,930,227.44,113.7,0
I0531,1000,1200,975,191.52,111.7,012345
I0532,1000,1200,1057,112.8,61.1,01
I0533,1000,1200,975,129.0,75.2,012345
I0534,1200,1600,930,149.322,74.7,0
I0535,1200,1600,975,166.392,83.2,0
I0536,1000,1200,975,134.92,78.7,012345
I0537,1200,1600,930,149.212,74.6,0
I0538,1200,1600,930,174.305,87.2,0
I0539,1000,1200,975,293.32,171.1,012345
I0540,1200,1600,750,137.391,68.7,0
I0541,1000,1200,975,129.0,75.2,012345
I0542,1200,1600,930,169.96,85.0,0
I0543,1200,1900,750,713.62,535.2,0
I0544,1200,1600,750,148.86,74.4,0
I0545,1200,1600,930,169.96,85.0,0
I0546,1200,1600,930,149.322,74.7,0
I0547,1200,1400,1450,179.4,179.4,0
I0548,1000,1200,975,129.0,75.2,012345
I0549,1200,1600,1350,207.72,103.9,0
I0550,1000,1200,421,33.408,18.1,01
I0551,1000,1200,359,38.6,20.9,01
I0552,1000,1200,975,169.2,98.7,012345
I0553,570,780,478,96.256,80.2,012345
I0554,1000,1200,975,153.088,89.3,012345
I0555,1200,1600,930,364.84,182.4,0
I0556,1200,1600,930,356.56,178.3,0
I0557,1200,1600,930,169.96,85.0,0
I0558,1000,1200,545,690.5,402.8,012345
I0559,1200,1600,750,148.86,74.4,0
I0560,1000,1200,1057,182.1,98.6,01
I0561,1200,1600,930,547.3,273.6,0
I0562,1000,1200,975,169.2,98.7,012345
I0563,1000,1200,975,131.366,76.6,012345
I0564,1000,1200,975,131.366,76.6,012345
I0565,1000,1200,930,154.3,90.0,012345
I0566,1000,1200,1057,85.8,46.5,01
I0567,1000,1200,975,165.375,96.5,012345
I0568,1000,1200,975,131.366,76.6,012345
I0569,1200,1600,975,190.6,95.3,0
I0570,1200,1800,930,249.0,217.9,0
I0571,1000,1200,975,153.088,89.3,012345
I0572,1000,1200,750,105.224,61.4,012345
I0573,1200,1400,1450,179.4,179.4,0
I0574,1200,1600,930,149.212,74.6,0
I0575,1000,2350,950,272.592,181.7,01
I0576,1000,1200,930,614.16,358.3,012345
I0577,1000,2350,950,271.36,180.9,01
I0578,1200,1600,930,169.96,85.0,0
I0579,1200,1600,930,174.305,87.2,0
I0580,1000,1200,975,129.0,75.2,012345
I0581,1000,1200,975,168.796,98.5,012345
I0582,1000,1200,975,131.366,76.6,012345
I0583,1000,1200,930,413.58,241.3,012345
I0584,1000,1200,975,132.804,77.5,012345
I0585,1000,1200,459,50.8,27.5,01
I0586,1200,1600,930,227.0,113.5,0
I0587,1200,1600,930,174.305,87.2,0
I0588,1000,1200,975,129.0,75.2,012345
I0589,1000,1200,975,129.0,75.2,012345
I0590,1200,1600,1350,205.16,102.6,0
I0591,1200,1900,750,177.104,132.8,0
I0592,1400,1800,1020,303.45,290.8,012345
I0593,1200,1600,930,216.2,108.1,0
I0594,1000,1200,545,526.75,307.3,012345
I0595,1000,1200,975,131.366,76.6,012345
I0596,1200,1800,930,249.0,217.9,0
I0597,1000,1200,975,129.0,75.2,012345
I0598,1200,1600,930,149.322,74.7,0
I0599,1200,1600,975,178.6,89.3,0
I0600,1000,1200,1155,127.3,69.0,01
I0601,1550,2050,1450,215.582,170.7,01
I0602,1200,1400,1450,179.4,179.4,0
I0603,1000,1200,750,135.8,79.2,012345
I0604,1000,1200,975,129.0,75.2,012345
I0605,1000,2350,950,264.88,176.6,01
I0606,1000,1200,1155,153.5,83.1,01
I0607,1000,1200,975,129.0,75.2,012345
I0608,1000,1200,1057,101.55,55.0,01
I0609,1000,1200,459,54.63,29.6,01
I0610,1000,1200,975,129.0,75.2,012345
I0611,1000,1200,750,106.03,61.9,012345
I0612,1000,1200,975,152.112,88.7,012345
I0613,1000,1200,750,105.224,61.4,012345
I0614,1000,1200,558,61.6,33.4,01
I0615,1000,1200,975,139.98,81.7,012345
I0616,1200,1600,930,174.305,87.2,0
I0617,1000,2350,950,272.592,181.7,01
I0618,1000,1200,545,690.5,402.8,012345
