id,width,depth,height,weight,value,allowedRotations
I0170,570,780,478,100.96,50.5,0
I0171,570,780,478,81.72,40.9,0
I0172,1200,1600,930,438.4,511.5,01
I0173,1200,1400,1450,179.4,179.4,0
I0174,1200,1600,1350,205.16,239.4,01
I0175,1200,1600,1350,207.72,242.3,01
I0176,1200,1400,1450,179.4,179.4,0
I0177,1200,1600,975,180.2,210.2,01
I0178,1225,1400,1160,278.5,232.1,012345
I0179,1000,1200,975,225.6,150.4,01
I0180,1000,1200,975,165.375,110.2,01
I0181,1200,1400,1450,179.4,179.4,0
I0182,1225,1400,1160,278.5,232.1,012345
I0183,1000,1200,975,293.32,195.5,01
I0184,1200,1400,1450,179.4,179.4,0
I0185,1200,1600,1350,303.92,354.6,01
I0186,1225,1400,1160,317.0,264.2,012345
I0187,1000,1200,750,405.72,270.5,01
I0188,1000,1200,975,293.32,195.5,01
I0189,1225,1400,1160,317.0,264.2,012345
I0190,1200,1600,1350,303.92,354.6,01
I0191,1225,1400,1160,317.0,264.2,012345
I0192,1000,1200,975,337.9,225.3,01
I0193,1225,1400,1160,317.0,264.2,012345
I0194,1200,1400,1450,179.4,179.4,0
I0195,1200,1600,930,438.4,511.5,01
I0196,1200,1400,1450,179.4,179.4,0
I0197,1000,1200,975,169.0,112.7,01
I0198,1225,1400,1160,278.5,232.1,012345
I0199,1200,1400,1450,179.4,179.4,0
I0200,1200,1600,1350,207.72,242.3,01
I0201,1200,1600,930,438.4,511.5,01
I0202,1000,1200,930,324.1,216.1,01
I0203,1200,1600,1350,207.72,242.3,01
I0204,1200,1600,1350,205.16,239.4,01
I0205,1000,1200,975,293.32,195.5,01
I0206,1200,1400,1450,179.4,179.4,0
I0207,1000,1200,750,229.88,153.3,01
I0208,1200,1600,1350,207.72,242.3,01
I0209,1200,1600,1350,303.92,354.6,01
I0210,1000,1200,975,248.88,165.9,01
I0211,1200,1400,1450,179.4,179.4,0
I0212,1225,1400,1160,317.0,264.2,012345
I0213,1225,1400,1160,317.0,264.2,012345
I0214,1000,1200,750,229.88,153.3,01
I0215,1225,1400,1160,278.5,232.1,012345
I0216,570,780,478,100.96,50.5,0
I0217,1200,1900,750,713.62,951.5,012345
I0218,1200,1600,1350,207.72,242.3,01
I0219,1225,1400,1160,278.5,232.1,012345
I0220,1200,1600,1350,310.16,361.9,01
I0221,1000,1200,1155,373.25,559.9,0
I0222,1200,1600,1350,207.72,242.3,01
I0223,1000,1200,975,156.15,104.1,01
I0224,570,780,478,81.72,40.9,0
I0225,1200,1600,1350,207.72,242.3,01
I0226,1000,1200,750,229.88,153.3,01
I0227,1000,1200,975,336.7,224.5,01
I0228,1200,1400,1450,179.4,179.4,0
I0229,1225,1400,1160,317.0,264.2,012345
I0230,1225,1400,1160,278.5,232.1,012345
I0231,1000,1200,750,229.88,153.3,01
I0232,1000,1200,975,225.6,150.4,01
I0233,1200,1600,1350,207.72,242.3,01
I0234,1200,1600,1350,207.72,242.3,01
I0235,1000,1200,975,156.15,104.1,01
I0236,1000,1200,975,293.32,195.5,01
I0237,1000,1200,750,229.88,153.3,01
I0238,1200,1600,1350,207.72,242.3,01
I0239,1200,1600,1350,303.92,354.6,01
I0240,1200,1400,1450,179.4,179.4,0
I0241,1200,1600,1350,303.92,354.6,01
I0242,1200,1400,1450,179.4,179.4,0
I0243,1225,1400,1160,317.0,264.2,012345
I0244,570,780,478,104.768,52.4,0
I0245,1000,1200,975,577.8,385.2,01
I0246,1200,1600,975,180.2,210.2,01
I0247,1200,1600,1350,205.16,239.4,01
I0248,1000,1200,750,176.5,117.7,01
I0249,570,780,478,96.256,48.1,0
I0250,1200,1600,930,438.4,511.5,01
I0251,1200,1400,1450,179.4,179.4,0
I0252,1200,1600,930,454.873,530.7,01
I0253,1225,1400,1160,317.0,264.2,012345
I0254,1200,1600,1350,205.16,239.4,01
I0255,1000,1200,750,229.88,153.3,01
I0256,1000,1200,359,77.352,116.0,0
I0257,1200,1600,1350,303.92,354.6,01
I0258,1200,1600,1350,207.72,242.3,01
I0259,1200,1600,1350,303.92,354.6,01
I0260,1200,1400,1450,179.4,179.4,0
I0261,1000,1200,750,305.32,203.5,01
I0262,570,780,478,269.32,134.7,0
I0263,1200,1600,1350,205.16,239.4,01
I0264,1225,1400,1160,317.0,264.2,012345
I0265,570,780,478,82.32,41.2,0
I0266,1225,1400,1160,278.5,232.1,012345
I0267,1000,1200,975,156.15,104.1,01
I0268,1200,1400,1450,179.4,179.4,0
I0269,1200,1400,1450,179.4,179.4,0
I0270,1200,1600,1350,303.92,354.6,01
I0271,1225,1400,1160,278.5,232.1,012345
I0272,1000,1200,975,336.7,224.5,01
I0273,1000,1200,975,293.32,195.5,01
I0274,1200,1600,930,438.4,511.5,01
I0275,1200,1400,1450,179.4,179.4,0
I0276,1000,1200,975,337.45,225.0,01
I0277,1225,1400,1160,317.0,264.2,012345
I0278,1225,1400,1160,278.5,232.1,012345
I0279,570,780,478,100.96,50.5,0
I0280,1000,1200,750,351.756,234.5,01
I0281,1200,1600,1350,207.72,242.3,01
I0282,1200,1400,1450,179.4,179.4,0
I0283,1200,1400,1450,179.4,179.4,0
I0284,1200,1600,1350,205.16,239.4,01
I0285,1200,1400,1450,179.4,179.4,0
I0286,1200,1400,1450,179.4,179.4,0
I0287,570,780,478,100.96,50.5,0
I0288,1000,1200,750,267.8,178.5,01
I0289,570,780,478,160.56,80.3,0
I0290,1200,1400,1450,179.4,179.4,0
I0291,1200,1600,1350,303.92,354.6,01
I0292,1200,1400,1450,179.4,179.4,0
I0293,1000,1200,359,72.704,109.1,0
I0294,1000,1200,975,527.4,351.6,01
I0295,1200,1600,930,277.828,324.1,01
I0296,1200,1600,1350,207.72,242.3,01
I0297,1225,1400,1160,278.5,232.1,012345
I0298,1200,1600,1350,303.92,354.6,01
I0299,1200,1400,1450,179.4,179.4,0
I0300,1200,1600,975,180.2,210.2,01
I0301,1000,1200,750,229.88,153.3,01
I0302,1200,1400,1450,179.4,179.4,0
I0303,1000,1200,975,527.4,351.6,01
I0304,570,780,478,104.768,52.4,0
I0305,1200,1400,1450,179.4,179.4,0
I0306,1000,1200,975,336.7,224.5,01
I0307,1000,1200,750,229.88,153.3,01
I0308,1200,1600,930,547.3,638.5,01
I0309,1000,1200,975,337.45,225.0,01
I0310,1200,1600,1350,207.72,242.3,01
I0311,1000,1200,750,227.528,151.7,01
I0312,1000,1200,975,337.45,225.0,01
I0313,1000,1200,975,183.84,122.6,01
I0314,1000,1200,750,405.72,270.5,01
I0315,1200,1600,1350,303.92,354.6,01
I0316,1200,1400,1450,179.4,179.4,0
I0317,1000,1200,1057,164.04,246.1,0
I0318,1200,1600,930,438.4,511.5,01
I0319,1000,1200,558,127.408,191.1,0
I0320,1200,1600,1350,207.72,242.3,01
I0321,1200,1600,1350,207.72,242.3,01
I0322,1200,1600,1350,303.92,354.6,01
I0323,1000,1200,359,77.352,116.0,0
I0324,1200,1400,1450,179.4,179.4,0
I0325,1200,1400,1450,179.4,179.4,0
I0326,1200,1400,1450,179.4,179.4,0
I0327,1000,1200,975,293.32,195.5,01
I0328,1000,1200,545,729.5,486.3,01
I0329,570,780,478,82.32,41.2,0
I0330,1000,1200,975,527.4,351.6,01
I0331,1000,1200,750,227.528,151.7,01
I0332,1000,1200,975,577.8,385.2,01
I0333,1200,1600,930,454.873,530.7,01
I0334,1200,1600,1350,207.72,242.3,01
I0335,1200,1600,975,180.2,210.2,01
I0336,1225,1400,1160,278.5,232.1,012345
I0337,1000,1200,975,248.88,165.9,01
I0338,1200,1400,1450,179.4,179.4,0
I0339,1000,1200,975,293.32,195.5,01
I0340,1225,1400,1160,317.0,264.2,012345
I0341,1000,1200,930,324.1,216.1,01
I0342,1200,1600,930,547.3,638.5,01
I0343,1200,1600,930,547.3,638.5,01
I0344,1200,1400,1450,179.4,179.4,0
I0345,1000,1200,975,527.4,351.6,01
I0346,1000,1200,975,183.84,122.6,01
I0347,1000,1200,975,527.4,351.6,01
I0348,1200,1600,1350,207.72,242.3,01
I0349,570,780,478,100.96,50.5,0
I0350,1200,1600,1350,207.72,242.3,01
I0351,1200,1400,1450,179.4,179.4,0
I0352,1200,1400,1450,179.4,179.4,0
I0353,1200,1400,1450,179.4,179.4,0
I0354,1000,1200,975,577.8,385.2,01
I0355,1000,1200,750,227.528,151.7,01
I0356,1200,1600,1350,303.92,354.6,01
I0357,1200,1600,1350,207.72,242.3,01
I0358,1200,1400,1450,179.4,179.4,0
I0359,1200,1400,1450,179.4,179.4,0
I0360,1225,1400,1160,278.5,232.1,012345
I0361,570,780,478,100.96,50.5,0
I0362,1000,1200,975,293.32,195.5,01
I0363,1225,1400,1160,278.5,232.1,012345
I0364,570,780,478,100.96,50.5,0
I0365,1200,1600,975,180.2,210.2,01
I0366,1000,1200,975,169.0,112.7,01
I0367,1000,1200,975,293.32,195.5,01
I0368,1200,1600,930,438.4,511.5,01
I0369,1200,1600,1350,303.92,354.6,01
I0370,1000,1200,975,293.32,195.5,01
I0371,1200,1400,1450,179.4,179.4,0
I0372,1000,1200,975,156.15,104.1,01
I0373,1200,1400,1450,179.4,179.4,0
I0374,1200,1400,1450,179.4,179.4,0
I0375,1200,1600,930,277.828,324.1,01
I0376,1000,1200,558,127.408,191.1,0
I0377,1200,1600,1350,207.72,242.3,01
I0378,1000,1200,750,229.88,153.3,01
I0379,1000,1200,975,293.32,195.5,01
I0380,1200,1600,1350,303.92,354.6,01
I0381,1000,1200,975,293.32,195.5,01
I0382,1000,1200,975,156.15,104.1,01
I0383,1225,1400,1160,317.0,264.2,012345
I0384,1225,1400,1160,317.0,264.2,012345
I0385,1200,1600,930,454.873,530.7,01
I0386,1200,1400,1450,179.4,179.4,0
I0387,1225,1400,1160,317.0,264.2,012345
I0388,1200,1400,1450,179.4,179.4,0
I0389,1000,1200,975,293.32,195.5,01
I0390,1200,1400,1450,179.4,179.4,0
I0391,1000,1200,750,229.88,153.3,01
I0392,1000,1200,975,336.7,224.5,01
I0393,1000,1200,975,293.32,195.5,01
I0394,1000,1200,750,176.5,117.7,01
I0395,1000,1200,975,293.32,195.5,01
I0396,1200,1400,1450,179.4,179.4,0
I0397,1000,1200,975,248.88,165.9,01
I0398,1200,1400,1450,179.4,179.4,0
I0399,570,780,478,170.28,85.1,0
I0400,1200,1400,1450,179.4,179.4,0
I0401,1000,1200,545,729.5,486.3,01
I0402,1200,1600,930,547.3,638.5,01
I0403,1200,1600,975,180.2,210.2,01
I0404,1000,1200,975,293.32,195.5,01
I0405,1200,1600,1350,303.92,354.6,01
I0406,1000,1200,975,384.74,256.5,01
I0407,1000,1200,545,729.5,486.3,01
I0408,1000,1200,975,527.4,351.6,01
I0409,1200,1400,1450,179.4,179.4,0
I0410,1200,1600,1350,303.92,354.6,01
I0411,1200,1600,975,180.2,210.2,01
I0412,1000,1200,975,293.32,195.5,01
I0413,570,780,478,82.32,41.2,0
I0414,1225,1400,1160,278.5,232.1,012345
I0415,1200,1400,1450,179.4,179.4,0
I0416,1225,1400,1160,317.0,264.2,012345
I0417,570,780,478,81.72,40.9,0
I0418,1200,1600,1350,205.16,239.4,01
I0419,1000,1200,975,169.0,112.7,01
I0420,1200,1600,1350,303.92,354.6,01
I0421,1000,1200,975,577.8,385.2,01
I0422,1200,1600,1350,303.92,354.6,01
I0423,1200,1600,930,438.4,511.5,01
I0424,1000,1200,975,308.76,205.8,01
I0425,570,780,478,100.96,50.5,0
I0426,1000,1200,975,652.0,434.7,01
I0427,1200,1600,1350,207.72,242.3,01
I0428,1000,1200,975,156.15,104.1,01
I0429,1000,1200,975,336.7,224.5,01
I0430,1200,1400,1450,179.4,179.4,0
I0431,570,780,478,100.96,50.5,0
I0432,1200,1600,1350,207.72,242.3,01
I0433,1200,1600,930,454.873,530.7,01
I0434,1200,1600,1350,207.72,242.3,01
I0435,1000,1200,545,729.5,486.3,01
I0436,1200,1400,1450,179.4,179.4,0
I0437,1200,1400,1450,179.4,179.4,0
I0438,1200,1400,1450,179.4,179.4,0
I0439,1225,1400,1160,317.0,264.2,012345
I0440,1200,1600,1350,207.72,242.3,01
I0441,1200,1400,1450,179.4,179.4,0
I0442,1200,1600,1350,207.72,242.3,01
I0443,1225,1400,1160,317.0,264.2,012345
I0444,1000,1200,750,229.88,153.3,01
I0445,1200,1600,1350,303.92,354.6,01
I0446,1200,1600,975,180.2,210.2,01
I0447,1200,1600,930,454.873,530.7,01
I0448,1000,1200,975,165.375,110.2,01
I0449,1000,1200,975,259.6,173.1,01
I0450,1200,1600,1350,207.72,242.3,01
I0451,1200,1600,930,438.4,511.5,01
I0452,1200,1400,1450,179.4,179.4,0
I0453,1200,1600,1350,207.72,242.3,01
I0454,1225,1400,1160,278.5,232.1,012345
I0455,1200,1400,1450,179.4,179.4,0
I0456,1200,1400,1450,179.4,179.4,0
I0457,1000,1200,975,293.32,195.5,01
I0458,1000,1200,1155,375.0,562.5,0
I0459,1200,1600,1350,207.72,242.3,01
I0460,1000,1200,975,527.4,351.6,01
I0461,1000,1200,975,293.32,195.5,01
I0462,1225,1400,1160,278.5,232.1,012345
I0463,1000,1200,975,293.32,195.5,01
I0464,1200,1400,1450,179.4,179.4,0
I0465,1200,1600,1350,303.92,354.6,01
I0466,1000,1200,750,500.86,333.9,01
I0467,1200,1400,1450,179.4,179.4,0
I0468,1200,1400,1450,179.4,179.4,0
I0469,570,780,478,96.256,48.1,0
I0470,1000,1200,975,527.4,351.6,01
I0471,1200,1600,1350,207.72,242.3,01
I0472,1200,1600,930,277.828,324.1,01
I0473,1200,1600,1350,205.16,239.4,01
I0474,1200,1600,1350,207.72,242.3,01
I0475,1000,1200,975,577.8,385.2,01
I0476,1200,1400,1450,179.4,179.4,0
I0477,1000,1200,750,229.88,153.3,01
I0478,1000,1200,975,337.45,225.0,01
I0479,570,780,478,104.768,52.4,0
I0480,1000,1200,975,293.32,195.5,01
I0481,570,780,478,100.96,50.5,0
I0482,1200,1400,1450,179.4,179.4,0
I0483,1200,1400,1450,179.4,179.4,0
I0484,1000,1200,975,156.15,104.1,01
I0485,1225,1400,1160,317.0,264.2,012345
I0486,1200,1400,1450,179.4,179.4,0
I0487,1225,1400,1160,317.0,264.2,012345
I0488,1000,1200,750,405.72,270.5,01
I0489,1200,1600,930,438.4,511.5,01
I0490,1225,1400,1160,317.0,264.2,012345
I0491,1200,1600,1350,205.16,239.4,01
I0492,1000,1200,975,293.32,195.5,01
I0493,1200,1600,975,180.2,210.2,01
I0494,1200,1400,1450,179.4,179.4,0
I0495,1200,1400,1450,179.4,179.4,0
I0496,1200,1400,1450,179.4,179.4,0
I0497,1000,1200,975,577.8,385.2,01
I0498,570,780,478,81.72,40.9,0
I0499,1225,1400,1160,278.5,232.1,012345
I0500,1200,1600,1350,207.72,242.3,01
I0501,1200,1600,975,180.2,210.2,01
I0502,1000,1200,750,227.528,151.7,01
I0503,1225,1400,1160,278.5,232.1,012345
I0504,1200,1600,975,180.2,210.2,01
I0505,1000,1200,975,169.0,112.7,01
I0506,1200,1400,1450,179.4,179.4,0
I0507,1200,1400,1450,179.4,179.4,0
I0508,570,780,478,100.96,50.5,0
I0509,1200,1600,1350,207.72,242.3,01
I0510,570,780,478,81.72,40.9,0
I0511,1200,1600,1350,207.72,242.3,01
I0512,1225,1400,1160,317.0,264.2,012345
I0513,1200,1400,1450,179.4,179.4,0
I0514,1200,1400,1450,179.4,179.4,0
I0515,1000,1200,750,229.88,153.3,01
I0516,1200,1400,1450,179.4,179.4,0
I0517,1225,1400,1160,317.0,264.2,012345
I0518,1000,1200,930,324.1,216.1,01
I0519,1200,1600,930,438.4,511.5,01
I0520,1000,1200,975,293.32,195.5,01
I0521,1225,1400,1160,278.5,232.1,012345
I0522,1225,1400,1160,317.0,264.2,012345
I0523,1000,1200,975,156.15,104.1,01
I0524,1200,1600,975,180.2,210.2,01
I0525,1200,1600,1350,303.92,354.6,01
I0526,1000,1200,975,165.375,110.2,01
I0527,1225,1400,1160,278.5,232.1,012345
I0528,570,780,478,81.72,40.9,0
I0529,1000,1200,975,527.4,351.6,01
I0530,1000,1200,975,293.32,195.5,01
I0531,1200,1400,1450,179.4,179.4,0
I0532,1000,1200,975,293.32,195.5,01
I0533,1225,1400,1160,278.5,232.1,012345
I0534,1200,1600,975,180.2,210.2,01
I0535,1225,1400,1160,317.0,264.2,012345
I0536,1200,1600,1350,207.72,242.3,01
I0537,1200,1400,1450,179.4,179.4,0
I0538,1200,1600,975,180.2,210.2,01
I0539,1200,1400,1450,179.4,179.4,0
I0540,1200,1900,750,713.62,951.5,012345
I0541,1200,1400,1450,179.4,179.4,0
I0542,1200,1400,1450,179.4,179.4,0
I0543,1200,1400,1450,179.4,179.4,0
I0544,1000,1200,975,527.4,351.6,01
I0545,1000,1200,558,122.032,183.0,0
I0546,1000,1200,975,156.15,104.1,01
I0547,1200,1600,1350,207.72,242.3,01
I0548,1200,1400,1450,179.4,179.4,0
I0549,1200,1400,1450,179.4,179.4,0
I0550,1200,1600,1350,207.72,242.3,01
I0551,1200,1600,975,180.2,210.2,01
I0552,1200,1400,1450,179.4,179.4,0
I0553,1200,1600,1350,207.72,242.3,01
I0554,1200,1600,930,277.828,324.1,01
I0555,1000,1200,975,652.0,434.7,01
I0556,1225,1400,1160,317.0,264.2,012345
I0557,1000,1200,750,351.756,234.5,01
I0558,1225,1400,1160,317.0,264.2,012345
I0559,1200,1400,1450,179.4,179.4,0
I0560,1225,1400,1160,317.0,264.2,012345
I0561,570,780,478,270.08,135.0,0
I0562,570,780,478,81.72,40.9,0
I0563,1200,1400,1450,179.4,179.4,0
I0564,1200,1600,1350,207.72,242.3,01
I0565,570,780,478,100.96,50.5,0
I0566,570,780,478,104.768,52.4,0
I0567,1200,1600,1350,207.72,242.3,01
I0568,1000,1200,975,169.0,112.7,01
I0569,1200,1600,930,547.3,638.5,01
I0570,1200,1600,930,547.3,638.5,01
I0571,1200,1600,1350,303.92,354.6,01
I0572,1200,1400,1450,179.4,179.4,0
I0573,1200,1400,1450,179.4,179.4,0
I0574,1200,1400,1450,179.4,179.4,0
I0575,1200,1400,1450,179.4,179.4,0
I0576,1000,1200,975,577.8,385.2,01
I0577,1200,1400,1450,179.4,179.4,0
I0578,1200,1400,1450,179.4,179.4,0
I0579,1200,1600,930,438.4,511.5,01
I0580,1200,1400,1450,179.4,179.4,0
I0581,1200,1600,1350,303.92,354.6,01
I0582,1000,1200,975,246.0,164.0,01
I0583,1200,1900,750,713.62,951.5,012345
I0584,1225,1400,1160,317.0,264.2,012345
I0585,1225,1400,1160,317.0,264.2,012345
I0586,1200,1400,1450,179.4,179.4,0
I0587,570,780,478,160.56,80.3,0
I0588,1200,1400,1450,179.4,179.4,0
I0589,1200,1600,1350,205.16,239.4,01
I0590,1200,1600,1350,303.92,354.6,01
I0591,1225,1400,1160,278.5,232.1,012345
I0592,1200,1400,1450,179.4,179.4,0
I0593,1000,1200,750,227.528,151.7,01
I0594,1200,1400,1450,179.4,179.4,0
I0595,1000,1200,975,248.88,165.9,01
I0596,1225,1400,1160,278.5,232.1,012345
I0597,1000,1200,750,229.88,153.3,01
I0598,1000,1200,975,165.375,110.2,01
I0599,1000,1200,975,259.6,173.1,01
I0600,1000,1200,975,293.32,195.5,01
I0601,1225,1400,1160,278.5,232.1,012345
I0602,1200,1400,1450,179.4,179.4,0
I0603,1200,1600,1350,207.72,242.3,01
I0604,1200,1600,1350,207.72,242.3,01
I0605,1000,1200,1057,164.04,246.1,0
I0606,1000,1200,750,351.944,234.6,01
I0607,1000,1200,359,70.016,105.0,0
I0608,1200,1400,1450,179.4,179.4,0
I0609,1000,1200,975,225.6,150.4,01
I0610,1000,1200,750,229.88,153.3,01
I0611,1000,1200,750,227.528,151.7,01
I0612,1225,1400,1160,278.5,232.1,012345
I0613,1000,1200,750,229.88,153.3,01
I0614,1200,1600,975,180.2,210.2,01
I0615,1225,1400,1160,278.5,232.1,012345
I0616,1000,1200,750,351.944,234.6,01
I0617,1000,1200,750,229.88,153.3,01
I0618,1000,1200,975,293.32,195.5,01
I0619,1200,1600,1350,207.72,242.3,01
I0620,570,780,478,269.32,134.7,0
